,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Season,LowerTeamID,HigherTeamID,Target,avgOffRtg_LowerTeamID,avgDefRtg_LowerTeamID,avgNetRtg_LowerTeamID,avgeFG_LowerTeamID,avgTOV_LowerTeamID,avgReb_LowerTeamID,AvgWin_LowerTeamID,Elo_LowerTeamID,Margin_LowerTeamID,Seed_LowerTeamID,avgOffRtg_HigherTeamID,avgDefRtg_HigherTeamID,avgNetRtg_HigherTeamID,avgeFG_HigherTeamID,avgTOV_HigherTeamID,avgReb_HigherTeamID,AvgWin_HigherTeamID,Elo_HigherTeamID,Margin_HigherTeamID,Seed_HigherTeamID,EloDiff,OffRtgDIff,DefRtgDiff,NetRtgDiff,TOVDiff,RebDiff,eFGDiff,SeedDiff,WinDiff,MarginDiff,interaction,ESQUARE,SeedGap,EloGap,SeedProduct,OffvsDefLow,OffvsDefHi,eFGMatchupLow,eFGMatchupHi,MarginSQ,Tempo_Lower,TeamID_Higher,Tempo_Higher,TempoDiff,TempoGap,MatchupAdv,NetRtgSquared,TeamID_Lower,MarginStd_Lower,OffRtgStd_Lower,MarginStd_Higher,OffRtgStd_Higher,MarginStdDiff,OffRtgDiff,NetMatchup_LH,NetMatchup_HL
874,874,874,874,874,2016,1221,1332,0,0.987724,1.060694,-0.07297,0.480494,0.164545,0.459221,0.424242,1461.0,-143,16,1.126795,0.996923,0.129872,0.5229,0.162881,0.519519,0.818182,1672.0,302,1,-211.0,-0.139072,0.063771,-0.202842,0.001665,-0.060297,-0.042407,15,-0.393939,-445,-3165.0,44521.0,15,211.0,16,-0.009199,0.066101,-0.042406,0.042406,198025,66.178788,1332,69.740909,-3.562121,3.562121,-0.0753,0.041145,1221,13.603002,0.136664,11.275308,0.113935,2.327694,0.022728,-0.202842,0.202842
875,875,875,875,875,2016,1372,1452,1,1.147109,0.933903,0.213206,0.556568,0.181328,0.518161,0.821429,1636.0,428,14,1.102926,0.944808,0.158118,0.501341,0.194739,0.559105,0.764706,1640.0,428,3,-4.0,0.044183,-0.010905,0.055088,-0.013411,-0.040944,0.055227,11,0.056723,0,-44.0,16.0,11,4.0,42,0.202301,0.169023,0.055227,-0.055227,0,69.3625,1452,71.584559,-2.222059,2.222059,0.033278,0.003035,1372,18.410659,0.16487,17.878576,0.14179,0.532083,0.02308,0.055088,-0.055088
876,876,876,876,876,2016,1153,1386,0,1.083115,0.933179,0.149936,0.489381,0.165252,0.53285,0.6875,1588.0,330,9,1.100932,0.987555,0.113377,0.513479,0.142598,0.520506,0.794118,1644.0,261,8,-56.0,-0.017817,-0.054376,0.036559,0.022654,0.012345,-0.024098,1,-0.106618,69,-56.0,3136.0,1,56.0,72,0.09556,0.167753,-0.024098,0.024098,4761,67.292969,1386,70.655147,-3.362178,3.362178,-0.072193,0.001337,1153,16.670309,0.136602,10.825673,0.119654,5.844636,0.016948,0.036559,-0.036559
877,877,877,877,877,2016,1173,1393,0,1.053924,0.947299,0.106624,0.522246,0.188824,0.53908,0.78125,1628.0,236,7,1.068933,0.996245,0.072688,0.50615,0.183268,0.48986,0.59375,1548.0,144,10,81.0,-0.015009,-0.048946,0.033937,0.005556,0.04922,0.016096,-3,0.1875,92,243.0,6561.0,3,81.0,70,0.057679,0.121634,0.016096,-0.016096,8464,69.617188,1393,65.892969,3.724219,3.724219,-0.063955,0.001152,1173,14.18484,0.143062,12.679676,0.143053,1.505163,9e-06,0.033936,-0.033936
878,878,878,878,878,2016,1401,1453,1,1.100789,0.955613,0.145176,0.517416,0.170097,0.525871,0.764706,1631.0,353,3,1.072764,1.029931,0.042834,0.500882,0.155004,0.488454,0.636364,1570.0,89,14,61.0,0.028025,-0.074317,0.102342,0.015093,0.037417,0.016533,-11,0.128342,264,671.0,3721.0,11,61.0,42,0.070858,0.117151,0.016534,-0.016534,69696,68.8125,1453,77.613636,-8.801136,8.801136,-0.046293,0.010474,1401,14.451622,0.12081,13.375549,0.132854,1.076073,-0.012044,0.102342,-0.102342
879,879,879,879,879,2016,1333,1433,0,1.04796,1.030228,0.017731,0.499951,0.167851,0.48462,0.6,1557.0,43,7,1.095335,0.958996,0.136339,0.513079,0.160835,0.519518,0.705882,1607.0,337,10,-50.0,-0.047376,0.071232,-0.118608,0.007017,-0.034898,-0.013129,-3,-0.105882,-294,-150.0,2500.0,3,50.0,70,0.088964,0.065107,-0.013128,0.013128,86436,68.698333,1433,70.732353,-2.03402,2.03402,0.023857,0.014068,1333,11.912565,0.109757,13.223871,0.138815,-1.311306,-0.029058,-0.118608,0.118608
880,880,880,880,880,2016,1421,1437,0,1.054699,0.965948,0.088751,0.500207,0.186548,0.509712,0.645161,1559.0,169,15,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,-120.0,-0.079064,0.025564,-0.104628,0.023461,-0.003423,-0.044793,13,-0.20778,-282,-1560.0,14400.0,13,120.0,30,0.114316,0.167815,-0.044793,0.044793,79524,70.712903,1437,68.070588,2.642315,2.642315,-0.053499,0.010947,1421,11.053925,0.128104,13.226028,0.143648,-2.172103,-0.015544,-0.104629,0.104629
881,881,881,881,881,2016,1338,1458,0,1.122452,1.032961,0.089491,0.511273,0.174849,0.550561,0.645161,1567.0,219,10,1.068527,0.995824,0.072703,0.495062,0.168219,0.521258,0.625,1584.0,138,7,-17.0,0.053924,0.037137,0.016788,0.00663,0.029302,0.016211,3,0.020161,81,-51.0,289.0,3,17.0,70,0.126628,0.035566,0.016211,-0.016211,6561,67.241935,1458,64.457812,2.784123,2.784123,0.091062,0.000282,1338,18.634977,0.185107,10.690477,0.135766,7.9445,0.049342,0.016788,-0.016788
882,882,882,882,882,2016,1451,1462,0,1.069849,0.981627,0.088222,0.554393,0.196432,0.524586,0.741935,1601.0,188,15,1.122341,0.973022,0.149319,0.51928,0.175261,0.550234,0.84375,1662.0,330,2,-62.0,-0.052492,0.008604,-0.061096,0.02117,-0.025648,0.035112,13,-0.101815,-142,-806.0,3844.0,13,62.0,30,0.096827,0.140714,0.035113,-0.035113,20164,69.740323,1462,72.6,-2.859677,2.859677,-0.043887,0.003733,1451,9.080879,0.111675,13.286999,0.132109,-4.20612,-0.020433,-0.061097,0.061097
883,883,883,883,883,2016,1181,1463,1,1.182712,1.049542,0.13317,0.539428,0.145191,0.500656,0.69697,1599.0,310,4,1.107986,0.942124,0.165862,0.529867,0.199935,0.576919,0.777778,1612.0,296,12,-12.0,0.074726,0.107418,-0.032692,-0.054744,-0.076262,0.009562,-8,-0.080808,14,-96.0,144.0,8,12.0,48,0.240588,0.058444,0.009561,-0.009561,196,68.793939,1463,67.225926,1.568013,1.568013,0.182144,0.001069,1181,14.530011,0.158189,16.58656,0.15414,-2.056549,0.004049,-0.032692,0.032692
884,884,884,884,884,2016,1211,1428,1,1.165658,0.975115,0.190544,0.554824,0.164693,0.54659,0.78125,1635.0,408,11,1.117324,1.012338,0.104986,0.550717,0.178697,0.52503,0.757576,1644.0,247,3,-9.0,0.048334,-0.037224,0.085557,-0.014004,0.02156,0.004107,8,0.023674,161,-72.0,81.0,8,9.0,33,0.15332,0.142209,0.004107,-0.004107,25921,68.389062,1428,68.240152,0.148911,0.148911,0.011111,0.00732,1211,14.681566,0.184203,18.31004,0.169867,-3.628474,0.014336,0.085558,-0.085558
885,885,885,885,885,2016,1231,1246,1,1.192108,1.002058,0.19005,0.587031,0.196423,0.553808,0.78125,1638.0,428,5,1.165149,0.987461,0.177688,0.53898,0.158383,0.537644,0.764706,1641.0,388,4,-4.0,0.026959,0.014597,0.012362,0.038041,0.016163,0.048051,1,0.016544,40,-4.0,16.0,1,4.0,20,0.204647,0.163091,0.048051,-0.048051,1600,69.092969,1246,68.649265,0.443704,0.443704,0.041556,0.000153,1231,16.767384,0.164085,13.533612,0.125314,3.233772,0.038771,0.012362,-0.012362
886,886,886,886,886,2016,1114,1235,0,1.085905,0.932926,0.152978,0.526899,0.159358,0.491127,0.870968,1645.0,308,12,1.133638,1.032754,0.100884,0.568736,0.160039,0.497605,0.65625,1576.0,220,4,69.0,-0.047734,-0.099828,0.052094,-0.000681,-0.006478,-0.041838,8,0.214718,88,552.0,4761.0,8,69.0,48,0.053151,0.200712,-0.041837,0.041837,7744,64.426613,1235,72.182031,-7.755418,7.755418,-0.147561,0.002714,1114,10.184745,0.121837,11.877737,0.115137,-1.692992,0.0067,0.052094,-0.052094
887,887,887,887,887,2016,1163,1242,0,1.086024,0.938418,0.147607,0.52033,0.165116,0.518239,0.705882,1613.0,351,9,1.145004,0.95986,0.185145,0.56335,0.179218,0.530548,0.878788,1706.0,419,1,-92.0,-0.05898,-0.021442,-0.037538,-0.014102,-0.01231,-0.04302,8,-0.172906,-68,-736.0,8464.0,8,92.0,9,0.126164,0.206586,-0.04302,0.04302,4624,67.381618,1242,70.286364,-2.904746,2.904746,-0.080422,0.001409,1163,15.67225,0.140942,14.229118,0.132824,1.443132,0.008118,-0.037538,0.037538
888,888,888,888,888,2016,1274,1455,1,1.141338,1.007011,0.134327,0.540526,0.160432,0.515444,0.78125,1641.0,282,3,1.097216,0.888528,0.208688,0.500143,0.146419,0.532675,0.741935,1617.0,425,11,24.0,0.044122,0.118483,-0.074362,0.014013,-0.01723,0.040383,-8,0.039315,-143,192.0,576.0,8,24.0,33,0.25281,0.090205,0.040383,-0.040383,20449,66.264062,1455,66.533065,-0.269002,0.269002,0.162605,0.00553,1274,14.503476,0.132698,14.799085,0.144897,-0.295609,-0.0122,-0.074361,0.074361
889,889,889,889,889,2016,1314,1344,1,1.157419,0.990749,0.16667,0.523433,0.153571,0.554019,0.823529,1673.0,432,1,1.054107,0.983147,0.07096,0.484479,0.162884,0.499276,0.69697,1595.0,140,9,78.0,0.103312,0.007602,0.09571,-0.009313,0.054743,0.038954,-8,0.12656,292,624.0,6084.0,8,78.0,9,0.174272,0.063358,0.038954,-0.038954,85264,71.055147,1344,70.375758,0.679389,0.679389,0.110914,0.00916,1314,11.427053,0.111545,11.099072,0.150968,0.327981,-0.039423,0.09571,-0.09571
890,890,890,890,890,2016,1139,1438,0,1.140275,1.016093,0.124182,0.526089,0.146308,0.523129,0.677419,1591.0,292,9,1.148397,0.972831,0.175566,0.547976,0.153307,0.529876,0.787879,1658.0,353,1,-67.0,-0.008122,0.043262,-0.051384,-0.006999,-0.006746,-0.021887,8,-0.110459,-61,-536.0,4489.0,8,67.0,9,0.167444,0.132304,-0.021887,0.021887,3721,70.289516,1438,61.375,8.914516,8.914516,0.03514,0.00264,1139,19.632922,0.145764,11.270772,0.132757,8.36215,0.013007,-0.051384,0.051384
891,891,891,891,891,2016,1218,1268,0,1.078533,0.927743,0.15079,0.526191,0.183868,0.532658,0.833333,1629.0,324,13,1.120198,0.995176,0.125022,0.557163,0.189054,0.523861,0.75,1613.0,292,5,17.0,-0.041665,-0.067433,0.025767,-0.005187,0.008797,-0.030972,8,0.083333,32,136.0,289.0,8,17.0,65,0.083357,0.192455,-0.030972,0.030972,1024,71.613333,1268,67.451562,4.161771,4.161771,-0.109098,0.000664,1218,11.72501,0.112733,13.673025,0.142258,-1.948015,-0.029525,0.025768,-0.025768
892,892,892,892,892,2016,1323,1372,1,1.154001,1.075157,0.078843,0.535159,0.14774,0.51643,0.65625,1585.0,164,6,1.147109,0.933903,0.213206,0.556568,0.181328,0.518161,0.821429,1636.0,428,14,-51.0,0.006892,0.141254,-0.134363,-0.033588,-0.001732,-0.02141,-8,-0.165179,-264,-408.0,2601.0,8,51.0,84,0.220098,0.071952,-0.021409,0.021409,69696,65.521875,1372,69.3625,-3.840625,3.840625,0.148146,0.018053,1323,15.11835,0.146468,18.410659,0.16487,-3.292309,-0.018402,-0.134363,0.134363
893,893,893,893,893,2016,1328,1433,1,1.113946,0.975661,0.138285,0.547413,0.179906,0.514949,0.78125,1636.0,319,2,1.095335,0.958996,0.136339,0.513079,0.160835,0.519518,0.705882,1607.0,337,10,29.0,0.018611,0.016665,0.001946,0.019072,-0.004568,0.034334,-8,0.075368,-18,232.0,841.0,8,29.0,20,0.15495,0.119674,0.034334,-0.034334,324,72.103906,1433,70.732353,1.371553,1.371553,0.035276,4e-06,1328,13.362162,0.108631,13.223871,0.138815,0.138291,-0.030184,0.001946,-0.001946
894,894,894,894,894,2016,1332,1386,1,1.126795,0.996923,0.129872,0.5229,0.162881,0.519519,0.818182,1672.0,302,1,1.100932,0.987555,0.113377,0.513479,0.142598,0.520506,0.794118,1644.0,261,8,29.0,0.025863,0.009368,0.016494,0.020283,-0.000987,0.009421,-7,0.024064,41,203.0,841.0,7,29.0,8,0.13924,0.104009,0.009421,-0.009421,1681,69.740909,1386,70.655147,-0.914238,0.914238,0.035231,0.000272,1332,11.275308,0.113935,10.825673,0.119654,0.449636,-0.005719,0.016495,-0.016495
895,895,895,895,895,2016,1292,1393,0,1.045632,0.980622,0.06501,0.519457,0.172293,0.512112,0.709677,1592.0,127,15,1.068933,0.996245,0.072688,0.50615,0.183268,0.48986,0.59375,1548.0,144,10,44.0,-0.023301,-0.015623,-0.007678,-0.010975,0.022251,0.013307,5,0.115927,-17,220.0,1936.0,5,44.0,150,0.049387,0.088311,0.013307,-0.013307,289,69.178226,1393,65.892969,3.285257,3.285257,-0.038924,5.9e-05,1292,10.354886,0.127112,12.679676,0.143053,-2.324791,-0.015941,-0.007678,0.007678
896,896,896,896,896,2016,1320,1401,0,1.056952,0.97922,0.077733,0.532008,0.151672,0.465705,0.636364,1588.0,153,11,1.100789,0.955613,0.145176,0.517416,0.170097,0.525871,0.764706,1631.0,353,3,-43.0,-0.043837,0.023606,-0.067443,-0.018426,-0.060166,0.014593,8,-0.128342,-200,-344.0,1849.0,8,43.0,33,0.101339,0.121569,0.014592,-0.014592,40000,63.775,1401,68.8125,-5.0375,5.0375,-0.02023,0.004549,1320,15.535882,0.169996,14.451622,0.12081,1.08426,0.049186,-0.067443,0.067443
897,897,897,897,897,2016,1234,1437,0,1.124163,0.989798,0.134366,0.516318,0.149387,0.508569,0.677419,1579.0,291,7,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,-100.0,-0.0096,0.049414,-0.059014,-0.0137,-0.004565,-0.028683,5,-0.175522,-160,-500.0,10000.0,5,100.0,14,0.18378,0.143965,-0.028682,0.028682,25600,69.456452,1437,68.070588,1.385863,1.385863,0.039815,0.003483,1234,12.325252,0.108752,13.226028,0.143648,-0.900776,-0.034896,-0.059014,0.059014
898,898,898,898,898,2016,1458,1462,1,1.068527,0.995824,0.072703,0.495062,0.168219,0.521258,0.625,1584.0,138,7,1.122341,0.973022,0.149319,0.51928,0.175261,0.550234,0.84375,1662.0,330,2,-78.0,-0.053814,0.022802,-0.076615,-0.007043,-0.028976,-0.024218,5,-0.21875,-192,-390.0,6084.0,5,78.0,14,0.095505,0.126517,-0.024218,0.024218,36864,64.457812,1462,72.6,-8.142187,8.142187,-0.031012,0.00587,1458,10.690477,0.135766,13.286999,0.132109,-2.596523,0.003657,-0.076616,0.076616
899,899,899,899,899,2016,1242,1268,1,1.145004,0.95986,0.185145,0.56335,0.179218,0.530548,0.878788,1706.0,419,1,1.120198,0.995176,0.125022,0.557163,0.189054,0.523861,0.75,1613.0,292,5,93.0,0.024807,-0.035316,0.060122,-0.009836,0.006687,0.006187,-4,0.128788,127,372.0,8649.0,4,93.0,5,0.149828,0.160338,0.006187,-0.006187,16129,70.286364,1268,67.451562,2.834801,2.834801,-0.01051,0.003615,1242,14.229118,0.132824,13.673025,0.142258,0.556093,-0.009434,0.060123,-0.060123
900,900,900,900,900,2016,1328,1401,1,1.113946,0.975661,0.138285,0.547413,0.179906,0.514949,0.78125,1636.0,319,2,1.100789,0.955613,0.145176,0.517416,0.170097,0.525871,0.764706,1631.0,353,3,5.0,0.013157,0.020048,-0.006891,0.009809,-0.010921,0.029997,-1,0.016544,-34,5.0,25.0,1,5.0,6,0.158333,0.125128,0.029997,-0.029997,1156,72.103906,1401,68.8125,3.291406,3.291406,0.033205,4.7e-05,1328,13.362162,0.108631,14.451622,0.12081,-1.08946,-0.012179,-0.006891,0.006891
901,901,901,901,901,2016,1181,1332,0,1.182712,1.049542,0.13317,0.539428,0.145191,0.500656,0.69697,1599.0,310,4,1.126795,0.996923,0.129872,0.5229,0.162881,0.519519,0.818182,1672.0,302,1,-73.0,0.055917,0.052619,0.003298,-0.017689,-0.018862,0.016528,3,-0.121212,8,-219.0,5329.0,3,73.0,4,0.185789,0.077253,0.016528,-0.016528,64,68.793939,1332,69.740909,-0.94697,0.94697,0.108536,1.1e-05,1181,14.530011,0.158189,11.275308,0.113935,3.254703,0.044254,0.003298,-0.003298
902,902,902,902,902,2016,1274,1437,0,1.141338,1.007011,0.134327,0.540526,0.160432,0.515444,0.78125,1641.0,282,3,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,-38.0,0.007575,0.066628,-0.059053,-0.002655,0.00231,-0.004474,1,-0.071691,-169,-38.0,1444.0,1,38.0,6,0.200955,0.126752,-0.004474,0.004474,28561,66.264062,1437,68.070588,-1.806526,1.806526,0.074203,0.003487,1274,14.503476,0.132698,13.226028,0.143648,1.277448,-0.01095,-0.059053,0.059053
903,903,903,903,903,2016,1231,1314,0,1.192108,1.002058,0.19005,0.587031,0.196423,0.553808,0.78125,1638.0,428,5,1.157419,0.990749,0.16667,0.523433,0.153571,0.554019,0.823529,1673.0,432,1,-35.0,0.034689,0.011309,0.02338,0.042853,-0.000211,0.063598,4,-0.042279,-4,-140.0,1225.0,4,35.0,5,0.201359,0.155361,0.063598,-0.063598,16,69.092969,1314,71.055147,-1.962178,1.962178,0.045998,0.000547,1231,16.767384,0.164085,11.427053,0.111545,5.340331,0.05254,0.02338,-0.02338
904,904,904,904,904,2016,1323,1458,1,1.154001,1.075157,0.078843,0.535159,0.14774,0.51643,0.65625,1585.0,164,6,1.068527,0.995824,0.072703,0.495062,0.168219,0.521258,0.625,1584.0,138,7,1.0,0.085473,0.079333,0.00614,-0.020479,-0.004829,0.040097,-1,0.03125,26,1.0,1.0,1,1.0,42,0.158177,-0.00663,0.040097,-0.040097,676,65.521875,1458,64.457812,1.064062,1.064062,0.164807,3.8e-05,1323,15.11835,0.146468,10.690477,0.135766,4.427874,0.010702,0.00614,-0.00614
905,905,905,905,905,2016,1211,1393,0,1.165658,0.975115,0.190544,0.554824,0.164693,0.54659,0.78125,1635.0,408,11,1.068933,0.996245,0.072688,0.50615,0.183268,0.48986,0.59375,1548.0,144,10,88.0,0.096726,-0.02113,0.117856,-0.018575,0.05673,0.048674,1,0.1875,264,88.0,7744.0,1,88.0,110,0.169413,0.093818,0.048674,-0.048674,69696,68.389062,1393,65.892969,2.496094,2.496094,0.075595,0.01389,1211,14.681566,0.184203,12.679676,0.143053,2.00189,0.04115,0.117856,-0.117856
906,906,906,906,906,2016,1235,1438,0,1.133638,1.032754,0.100884,0.568736,0.160039,0.497605,0.65625,1576.0,220,4,1.148397,0.972831,0.175566,0.547976,0.153307,0.529876,0.787879,1658.0,353,1,-82.0,-0.014759,0.059923,-0.074682,0.006732,-0.032271,0.02076,3,-0.131629,-133,-246.0,6724.0,3,82.0,4,0.160807,0.115643,0.02076,-0.02076,17689,72.182031,1438,61.375,10.807031,10.807031,0.045164,0.005577,1235,11.877737,0.115137,11.270772,0.132757,0.606965,-0.017621,-0.074682,0.074682
907,907,907,907,907,2016,1328,1332,1,1.113946,0.975661,0.138285,0.547413,0.179906,0.514949,0.78125,1636.0,319,2,1.126795,0.996923,0.129872,0.5229,0.162881,0.519519,0.818182,1672.0,302,1,-36.0,-0.012849,-0.021262,0.008413,0.017026,-0.004569,0.024512,1,-0.036932,17,-36.0,1296.0,1,36.0,2,0.117023,0.151134,0.024513,-0.024513,289,72.103906,1332,69.740909,2.362997,2.362997,-0.034111,7.1e-05,1328,13.362162,0.108631,11.275308,0.113935,2.086854,-0.005304,0.008413,-0.008413
908,908,908,908,908,2016,1242,1437,0,1.145004,0.95986,0.185145,0.56335,0.179218,0.530548,0.878788,1706.0,419,1,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,27.0,0.011242,0.019477,-0.008235,0.016132,0.017413,0.01835,-1,0.025847,-32,27.0,729.0,1,27.0,2,0.204621,0.173903,0.01835,-0.01835,1024,70.286364,1437,68.070588,2.215775,2.215775,0.030718,6.8e-05,1242,14.229118,0.132824,13.226028,0.143648,1.00309,-0.010824,-0.008235,0.008235
909,909,909,909,909,2016,1314,1323,1,1.157419,0.990749,0.16667,0.523433,0.153571,0.554019,0.823529,1673.0,432,1,1.154001,1.075157,0.078843,0.535159,0.14774,0.51643,0.65625,1585.0,164,6,88.0,0.003418,-0.084408,0.087826,0.005831,0.037589,-0.011726,-5,0.167279,268,440.0,7744.0,5,88.0,6,0.082262,0.163252,-0.011726,0.011726,71824,71.055147,1323,65.521875,5.533272,5.533272,-0.08099,0.007713,1314,11.427053,0.111545,15.11835,0.146468,-3.691297,-0.034923,0.087827,-0.087827
910,910,910,910,910,2016,1393,1438,1,1.068933,0.996245,0.072688,0.50615,0.183268,0.48986,0.59375,1548.0,144,10,1.148397,0.972831,0.175566,0.547976,0.153307,0.529876,0.787879,1658.0,353,1,-110.0,-0.079465,0.023414,-0.102878,0.029961,-0.040016,-0.041826,9,-0.194129,-209,-990.0,12100.0,9,110.0,10,0.096102,0.152152,-0.041826,0.041826,43681,65.892969,1438,61.375,4.517969,4.517969,-0.05605,0.010584,1393,12.679676,0.143053,11.270772,0.132757,1.408904,0.010296,-0.102878,0.102878
911,911,911,911,911,2016,1314,1393,1,1.157419,0.990749,0.16667,0.523433,0.153571,0.554019,0.823529,1673.0,432,1,1.068933,0.996245,0.072688,0.50615,0.183268,0.48986,0.59375,1548.0,144,10,125.0,0.088486,-0.005496,0.093982,-0.029697,0.064159,0.017283,-9,0.229779,288,1125.0,15625.0,9,125.0,10,0.161174,0.078184,0.017283,-0.017283,82944,71.055147,1393,65.892969,5.162178,5.162178,0.08299,0.008833,1314,11.427053,0.111545,12.679676,0.143053,-1.252623,-0.031508,0.093982,-0.093982
912,912,912,912,912,2016,1328,1437,0,1.113946,0.975661,0.138285,0.547413,0.179906,0.514949,0.78125,1636.0,319,2,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,-43.0,-0.019817,0.035278,-0.055095,0.01682,0.001815,0.002413,0,-0.071691,-132,-0.0,1849.0,0,43.0,4,0.173563,0.158102,0.002413,-0.002413,17424,72.103906,1437,68.070588,4.033318,4.033318,0.015461,0.003035,1328,13.362162,0.108631,13.226028,0.143648,0.136135,-0.035017,-0.055095,0.055095
913,913,913,913,913,2016,1314,1437,0,1.157419,0.990749,0.16667,0.523433,0.153571,0.554019,0.823529,1673.0,432,1,1.133763,0.940383,0.19338,0.545,0.163086,0.513135,0.852941,1679.0,451,2,-6.0,0.023656,0.050366,-0.02671,-0.009516,0.040884,-0.021567,-1,-0.029412,-19,-6.0,36.0,1,6.0,2,0.217036,0.143014,-0.021567,0.021567,361,71.055147,1437,68.070588,2.984559,2.984559,0.074022,0.000713,1314,11.427053,0.111545,13.226028,0.143648,-1.798975,-0.032103,-0.02671,0.02671
914,914,914,914,914,2017,1243,1448,1,1.056849,0.987257,0.069592,0.525755,0.191927,0.491784,0.606061,1553.0,158,11,1.149474,1.094023,0.055451,0.542705,0.163519,0.520281,0.59375,1564.0,152,11,-10.0,-0.092625,-0.106766,0.014141,0.028408,-0.028497,-0.01695,0,0.012311,6,-0.0,100.0,0,10.0,121,-0.037174,0.162217,-0.01695,0.01695,36,67.966667,1448,71.903125,-3.936458,3.936458,-0.199391,0.0002,1243,13.692511,0.146562,13.621615,0.147344,0.070896,-0.000782,0.014141,-0.014141
915,915,915,915,915,2017,1291,1309,1,0.98868,0.999427,-0.010747,0.513517,0.189707,0.44671,0.558824,1532.0,-9,16,1.017339,0.996798,0.020541,0.502577,0.236579,0.524129,0.607143,1542.0,37,16,-9.0,-0.028659,0.002629,-0.031288,-0.046872,-0.077419,0.01094,0,-0.048319,-46,-0.0,81.0,0,9.0,256,-0.008118,0.017912,0.01094,-0.01094,2116,69.180147,1309,69.805357,-0.62521,0.62521,-0.02603,0.000979,1291,13.432906,0.148637,16.588826,0.139102,-3.15592,0.009536,-0.031288,0.031288
916,916,916,916,916,2017,1300,1413,0,1.078098,0.936823,0.141274,0.521635,0.178255,0.51372,0.733333,1570.0,283,16,0.983371,0.979942,0.003429,0.488862,0.200479,0.509513,0.625,1551.0,16,16,19.0,0.094726,-0.043119,0.137845,-0.022223,0.004207,0.032773,0,0.108333,267,0.0,361.0,0,19.0,256,0.098156,0.046548,0.032773,-0.032773,71289,68.150833,1413,70.521875,-2.371042,2.371042,0.051608,0.019001,1300,12.369828,0.129785,12.674587,0.121676,-0.304759,0.008109,0.137845,-0.137845
917,917,917,917,917,2017,1344,1425,0,1.03304,0.982622,0.050417,0.514294,0.184493,0.491269,0.625,1578.0,116,11,1.112038,1.026443,0.085595,0.522985,0.157593,0.503008,0.727273,1594.0,182,11,-16.0,-0.078999,-0.043821,-0.035178,0.0269,-0.011739,-0.008691,0,-0.102273,-66,-0.0,256.0,0,16.0,121,0.006597,0.129416,-0.008691,0.008691,4356,68.010938,1425,70.866667,-2.855729,2.855729,-0.122819,0.001237,1344,13.72953,0.111744,14.63754,0.124408,-0.90801,-0.012664,-0.035178,0.035178
918,918,918,918,918,2017,1112,1315,1,1.136308,0.968921,0.167387,0.537919,0.171124,0.550788,0.882353,1700.0,368,2,1.063048,1.004882,0.058166,0.533825,0.186478,0.499068,0.678571,1571.0,123,15,129.0,0.073261,-0.035961,0.109222,-0.015354,0.05172,0.004094,-13,0.203782,245,1677.0,16641.0,13,129.0,30,0.131426,0.094127,0.004094,-0.004094,60025,66.964706,1315,73.960714,-6.996008,6.996008,0.037299,0.011929,1112,11.838485,0.111767,13.725724,0.142577,-1.887239,-0.030809,0.109221,-0.109221
919,919,919,919,919,2017,1139,1457,1,1.133671,1.011124,0.122546,0.547318,0.151506,0.50548,0.741935,1611.0,245,4,1.088297,0.970431,0.117866,0.537491,0.178099,0.503154,0.8,1621.0,243,13,-10.0,0.045374,0.040694,0.00468,-0.026594,0.002326,0.009828,-9,-0.058065,2,-90.0,100.0,9,10.0,52,0.16324,0.077173,0.009827,-0.009827,4,67.169355,1457,72.996667,-5.827312,5.827312,0.086067,2.2e-05,1139,12.020413,0.129317,11.040209,0.124573,0.980204,0.004744,0.00468,-0.00468
920,920,920,920,920,2017,1190,1196,0,1.094438,0.966789,0.127649,0.563047,0.206286,0.527434,0.78125,1623.0,326,13,1.104555,0.932761,0.171795,0.51625,0.167105,0.512569,0.75,1622.0,375,4,1.0,-0.010118,0.034028,-0.044146,0.039181,0.014865,0.046798,9,0.03125,-49,9.0,1.0,9,1.0,52,0.161677,0.137766,0.046797,-0.046797,2401,72.655469,1196,70.746875,1.908594,1.908594,0.023911,0.001949,1190,13.615545,0.151553,14.213202,0.150853,-0.597657,0.0007,-0.044146,0.044146
921,921,921,921,921,2017,1195,1199,0,1.117936,1.030216,0.08772,0.542281,0.180031,0.532346,0.766667,1608.0,182,14,1.133584,0.990054,0.14353,0.538861,0.162739,0.528128,0.757576,1626.0,369,3,-18.0,-0.015648,0.040162,-0.05581,0.017292,0.004217,0.003421,11,0.009091,-187,-198.0,324.0,11,18.0,42,0.127882,0.103368,0.00342,-0.00342,34969,68.424167,1199,72.631818,-4.207652,4.207652,0.024514,0.003115,1195,10.654231,0.127703,18.007732,0.156943,-7.353501,-0.029239,-0.05581,0.05581
